"stock_id","store_id","product_id","quantity","last_stocked_date"
"S6780","5","P1213",571,"2024-01-03"
"S6781","1","P870",973,"2023-06-29"
"S6782","2","P870",134,"2024-08-28"
"S6783","3","P870",595,"2023-09-03"
"S6784","4","P870",106,"2024-09-26"
"S6785","5","P870",429,"2024-05-05"
"S6786","1","P1214",1,"2024-11-14"
"S6787","2","P1214",532,"2024-10-01"
"S6788","3","P1214",598,"2023-11-07"
"S6789","4","P1214",970,"2024-05-01"
"S6790","5","P1214",545,"2024-10-27"
"S6791","1","P1215",747,"2024-10-19"
"S6792","2","P1215",732,"2023-11-04"
"S6793","3","P1215",768,"2024-09-01"
"S6794","4","P1215",641,"2023-12-26"
"S6795","5","P1215",684,"2023-08-22"
"S6796","1","P1216",341,"2023-11-06"
"S6797","2","P1216",143,"2024-04-01"
"S6798","3","P1216",965,"2023-10-30"
"S6799","4","P1216",746,"2023-09-14"
"S6800","5","P1216",27,"2023-07-14"
"S6801","1","P1217",819,"2024-01-26"
"S6802","2","P1217",660,"2023-11-24"
"S6803","3","P1217",341,"2023-10-03"
"S6804","4","P1217",824,"2023-10-19"
"S6805","5","P1217",470,"2024-05-21"
"S6806","1","P1218",875,"2024-07-26"
"S6807","2","P1218",9,"2024-10-07"
"S6808","3","P1218",12,"2024-07-12"
"S6809","4","P1218",182,"2023-11-10"
"S6810","5","P1218",18,"2023-06-01"
"S6811","1","P1219",279,"2024-10-04"
"S6812","2","P1219",766,"2024-05-10"
"S6813","3","P1219",761,"2023-10-08"
"S6814","4","P1219",773,"2024-09-09"
"S6815","5","P1219",261,"2024-11-14"
"S6816","1","P1220",396,"2023-11-25"
"S6817","2","P1220",694,"2023-07-31"
"S6818","3","P1220",186,"2023-12-19"
"S6819","4","P1220",449,"2024-09-27"
"S6820","5","P1220",385,"2024-05-11"
"S6821","1","P1221",590,"2024-10-03"
"S6822","2","P1221",374,"2024-08-10"
"S6823","3","P1221",410,"2024-08-16"
"S6824","4","P1221",433,"2023-12-10"
"S6825","5","P1221",669,"2024-08-10"
"S6826","1","P1222",926,"2023-08-29"
"S6827","2","P1222",455,"2023-06-23"
"S6828","3","P1222",551,"2024-09-26"
"S6829","4","P1222",335,"2024-10-20"
"S6830","5","P1222",313,"2023-08-02"
"S6831","1","P1223",513,"2024-04-15"
"S6832","2","P1223",448,"2023-10-22"
"S6833","3","P1223",16,"2023-10-21"
"S6834","4","P1223",992,"2023-09-30"
"S6835","5","P1223",790,"2023-06-05"
"S6836","1","P1224",581,"2024-01-03"
"S6837","2","P1224",239,"2024-08-24"
"S6838","3","P1224",703,"2023-10-31"
"S6839","4","P1224",287,"2023-05-29"
"S6840","5","P1224",111,"2024-02-03"
"S6841","1","P883",665,"2024-08-19"
"S6842","2","P883",717,"2023-05-18"
"S6843","3","P883",599,"2023-05-28"
"S6844","4","P883",648,"2023-12-05"
"S6845","5","P883",19,"2024-04-01"
"S6846","1","P884",117,"2024-02-07"
"S6847","2","P884",370,"2023-08-07"
"S6848","3","P884",802,"2023-11-19"
"S6849","4","P884",913,"2024-09-02"
"S6850","5","P884",232,"2023-09-03"
"S6851","1","P885",279,"2024-09-10"
"S6852","2","P885",508,"2024-07-23"
"S6853","3","P885",608,"2023-05-12"
"S6854","4","P885",488,"2024-04-25"
"S6855","5","P885",455,"2024-02-02"
"S6856","1","P949",946,"2023-06-23"
"S6857","2","P949",576,"2024-09-07"
"S6858","3","P949",792,"2024-09-05"
"S6859","4","P949",23,"2024-08-14"
"S6860","5","P949",375,"2024-05-26"
"S6861","1","P951",134,"2024-08-11"
"S6862","2","P951",632,"2024-04-06"
"S6863","3","P951",78,"2024-06-13"
"S6864","4","P951",616,"2023-06-18"
"S6865","5","P951",695,"2023-07-16"
"S6866","1","P956",415,"2023-12-27"
"S6867","2","P956",803,"2024-08-14"
"S6868","3","P956",457,"2024-03-07"
"S6869","4","P956",661,"2023-07-22"
"S6870","5","P956",802,"2024-08-25"
"S6871","1","P991",885,"2024-04-16"
"S6872","2","P991",91,"2023-05-08"
"S6873","3","P991",51,"2023-08-08"
"S6874","4","P991",471,"2023-09-04"
"S6875","5","P991",612,"2023-07-19"
"S6876","1","P1010",75,"2024-05-07"
"S6877","2","P1010",761,"2024-09-05"
"S6878","3","P1010",805,"2023-10-03"
"S6879","4","P1010",937,"2024-10-06"
"S6880","5","P1010",59,"2023-12-18"
"S6881","1","P875",876,"2024-06-27"
"S6882","2","P875",98,"2024-02-14"
"S6883","3","P875",580,"2024-10-19"
"S6884","4","P875",328,"2024-03-12"
"S6885","5","P875",20,"2023-12-24"
"S6886","1","P877",561,"2024-11-14"
"S6887","2","P877",335,"2023-10-04"
"S6888","3","P877",994,"2024-09-01"
"S6889","4","P877",116,"2024-10-24"
"S6890","5","P877",272,"2023-10-17"
"S6891","1","P878",695,"2023-05-06"
"S6892","2","P878",147,"2024-05-10"
"S6893","3","P878",585,"2024-02-02"
"S6894","4","P878",701,"2024-06-19"
"S6895","5","P878",418,"2023-10-28"
"S6896","1","P882",483,"2023-05-01"
"S6897","2","P882",967,"2024-09-16"
"S6898","3","P882",303,"2024-01-19"
"S6899","4","P882",103,"2024-02-03"
"S6900","5","P882",584,"2023-05-28"
"S6901","1","P886",727,"2024-06-29"
"S6902","2","P886",684,"2023-12-02"
"S6903","3","P886",571,"2024-06-21"
"S6904","4","P886",12,"2024-07-01"
"S6905","5","P886",387,"2023-10-20"
"S6906","1","P888",118,"2023-06-10"
"S6907","2","P888",368,"2024-02-18"
"S6908","3","P888",71,"2023-05-28"
"S6909","4","P888",296,"2023-11-03"
"S6910","5","P888",753,"2023-11-17"
"S6911","1","P891",403,"2023-06-16"
"S6912","2","P891",744,"2023-11-25"
"S6913","3","P891",106,"2023-08-27"
"S6914","4","P891",612,"2023-10-16"
"S6915","5","P891",850,"2023-11-10"
"S6916","1","P892",425,"2024-09-19"
"S6917","2","P892",834,"2024-11-07"
"S6918","3","P892",675,"2023-11-18"
"S6919","4","P892",308,"2024-05-22"
"S6920","5","P892",599,"2024-01-26"
"S6921","1","P896",574,"2024-10-08"
"S6922","2","P896",198,"2024-11-08"
"S6923","3","P896",197,"2023-08-03"
"S6924","4","P896",587,"2024-04-09"
"S6925","5","P896",309,"2024-06-05"
"S6926","1","P898",537,"2024-02-27"
"S6927","2","P898",163,"2024-06-11"
"S6928","3","P898",373,"2024-05-22"
"S6929","4","P898",294,"2024-11-05"
"S6930","5","P898",909,"2024-01-24"
"S6931","1","P907",535,"2023-05-06"
"S6932","2","P907",290,"2024-01-03"
"S6933","3","P907",557,"2024-03-08"
"S6934","4","P907",909,"2024-05-07"
"S6935","5","P907",149,"2023-10-26"
"S6936","1","P908",970,"2024-04-26"
"S6937","2","P908",368,"2023-07-23"
"S6938","3","P908",296,"2024-03-01"
"S6939","4","P908",479,"2024-09-20"
"S6940","5","P908",141,"2024-05-22"
"S6941","1","P909",999,"2023-05-09"
"S6942","2","P909",425,"2024-03-28"
"S6943","3","P909",112,"2024-08-12"
"S6944","4","P909",168,"2024-10-23"
"S6945","5","P909",385,"2024-06-26"
"S6946","1","P911",179,"2023-10-09"
"S6947","2","P911",683,"2024-07-24"
"S6948","3","P911",975,"2024-07-05"
"S6949","4","P911",961,"2024-10-03"
"S6950","5","P911",230,"2024-10-25"
"S6951","1","P913",533,"2024-08-02"
"S6952","2","P913",758,"2024-09-20"
"S6953","3","P913",15,"2024-06-23"
"S6954","4","P913",781,"2024-11-09"
"S6955","5","P913",665,"2024-09-09"
"S6956","1","P916",721,"2024-03-28"
"S6957","2","P916",123,"2023-10-12"
"S6958","3","P916",619,"2024-01-18"
"S6959","4","P916",739,"2024-08-30"
"S6960","5","P916",736,"2023-08-30"
"S6961","1","P917",89,"2024-04-01"
"S6962","2","P917",58,"2024-08-19"
"S6963","3","P917",447,"2024-03-03"
"S6964","4","P917",405,"2024-02-21"
"S6965","5","P917",240,"2023-08-02"
"S6966","1","P919",29,"2023-10-17"
"S6967","2","P919",973,"2024-01-31"
"S6968","3","P919",464,"2023-09-30"
"S6969","4","P919",182,"2024-09-28"
"S6970","5","P919",250,"2023-07-22"
"S6971","1","P920",348,"2023-12-08"
"S6972","2","P920",171,"2024-07-16"
"S6973","3","P920",970,"2023-09-17"
"S6974","4","P920",464,"2023-11-15"
"S6975","5","P920",703,"2023-08-29"
"S6976","1","P923",783,"2024-06-12"
"S6977","2","P923",744,"2024-01-24"
"S6978","3","P923",664,"2024-07-18"
"S6979","4","P923",905,"2023-08-24"
"S6980","5","P923",260,"2023-06-15"
"S6981","1","P924",645,"2023-06-12"
"S6982","2","P924",846,"2024-04-14"
"S6983","3","P924",854,"2024-03-11"
"S6984","4","P924",112,"2024-10-31"
"S6985","5","P924",932,"2023-06-02"
"S6986","1","P925",657,"2023-10-07"
"S6987","2","P925",696,"2023-07-19"
"S6988","3","P925",458,"2024-09-06"
"S6989","4","P925",908,"2024-04-22"
"S6990","5","P925",530,"2024-02-28"
"S6991","1","P926",257,"2024-04-05"
"S6992","2","P926",54,"2024-07-16"
"S6993","3","P926",485,"2024-08-31"
"S6994","4","P926",972,"2023-08-10"
"S6995","5","P926",253,"2024-07-14"
"S6996","1","P931",844,"2024-07-08"
"S6997","2","P931",986,"2023-05-15"
"S6998","3","P931",480,"2024-07-29"
"S6999","4","P931",905,"2023-07-01"
"S7000","5","P931",705,"2023-09-10"
"S7001","1","P933",165,"2024-02-04"
"S7002","2","P933",667,"2023-11-23"
"S7003","3","P933",736,"2024-02-02"
"S7004","4","P933",579,"2023-07-18"
"S7005","5","P933",677,"2023-05-29"
"S7006","1","P934",378,"2023-05-04"
"S7007","2","P934",909,"2023-11-01"
"S7008","3","P934",996,"2024-03-24"
"S7009","4","P934",543,"2024-11-09"
"S7010","5","P934",427,"2023-06-03"
"S7011","1","P935",14,"2023-12-05"
"S7012","2","P935",408,"2023-06-15"
"S7013","3","P935",238,"2024-10-18"
"S7014","4","P935",639,"2024-10-03"
"S7015","5","P935",704,"2023-08-22"
"S7016","1","P939",246,"2023-06-15"
"S7017","2","P939",929,"2024-02-14"
"S7018","3","P939",678,"2023-12-25"
"S7019","4","P939",23,"2024-11-03"
"S7020","5","P939",268,"2024-09-28"
"S7021","1","P947",964,"2024-03-03"
"S7022","2","P947",364,"2023-07-10"
"S7023","3","P947",51,"2023-11-11"
"S7024","4","P947",863,"2024-03-21"
"S7025","5","P947",562,"2023-07-04"
"S7026","1","P952",604,"2024-11-08"
"S7027","2","P952",283,"2024-03-12"
"S7028","3","P952",986,"2024-02-12"
"S7029","4","P952",824,"2024-02-25"
"S7030","5","P952",383,"2024-10-03"
"S7031","1","P957",39,"2023-09-15"
"S7032","2","P957",745,"2024-11-07"
"S7033","3","P957",486,"2023-10-20"
"S7034","4","P957",861,"2024-04-08"
"S7035","5","P957",143,"2024-04-08"
"S7036","1","P958",905,"2024-07-28"
"S7037","2","P958",645,"2024-07-08"
"S7038","3","P958",888,"2024-04-16"
"S7039","4","P958",842,"2024-09-05"
"S7040","5","P958",862,"2024-09-06"
"S7041","1","P966",174,"2024-05-08"
"S7042","2","P966",526,"2024-05-24"
"S7043","3","P966",855,"2023-09-15"
"S7044","4","P966",88,"2023-05-20"
"S7045","5","P966",74,"2024-09-12"
"S7046","1","P974",122,"2024-03-04"
"S7047","2","P974",765,"2024-06-20"
"S7048","3","P974",124,"2023-12-25"
"S7049","4","P974",103,"2023-06-23"
"S7050","5","P974",677,"2023-09-02"
"S7051","1","P975",652,"2024-08-11"
"S7052","2","P975",25,"2024-09-14"
"S7053","3","P975",302,"2024-01-10"
"S7054","4","P975",163,"2023-10-10"
"S7055","5","P975",431,"2024-01-29"
"S7056","1","P976",773,"2023-12-08"
"S7057","2","P976",408,"2023-09-17"
"S7058","3","P976",479,"2024-05-04"
"S7059","4","P976",331,"2024-03-15"
"S7060","5","P976",299,"2024-10-09"
"S7061","1","P978",472,"2024-04-08"
"S7062","2","P978",232,"2024-06-10"
"S7063","3","P978",552,"2024-04-03"
"S7064","4","P978",177,"2023-09-21"
"S7065","5","P978",815,"2024-11-08"
"S7066","1","P980",883,"2024-10-25"
"S7067","2","P980",778,"2024-10-21"
"S7068","3","P980",639,"2023-08-21"
"S7069","4","P980",626,"2024-10-19"
"S7070","5","P980",229,"2024-09-26"
"S7071","1","P983",754,"2024-05-31"
"S7072","2","P983",596,"2024-02-03"
"S7073","3","P983",337,"2024-07-14"
"S7074","4","P983",520,"2023-09-24"
"S7075","5","P983",847,"2023-09-16"
"S7076","1","P993",811,"2023-08-16"
"S7077","2","P993",573,"2024-08-24"
"S7078","3","P993",772,"2023-12-22"
"S7079","4","P993",480,"2024-04-13"
"S7080","5","P993",682,"2023-05-15"
"S7081","1","P994",233,"2023-09-09"
"S7082","2","P994",761,"2023-05-28"
"S7083","3","P994",379,"2023-05-10"
"S7084","4","P994",779,"2024-03-20"
"S7085","5","P994",116,"2024-04-26"
"S7086","1","P996",335,"2024-07-18"
"S7087","2","P996",153,"2023-09-11"
"S7088","3","P996",269,"2024-03-17"
"S7089","4","P996",766,"2024-03-04"
"S7090","5","P996",859,"2024-06-25"
"S7091","1","P997",471,"2023-10-21"
"S7092","2","P997",751,"2024-01-03"
"S7093","3","P997",522,"2023-08-23"
"S7094","4","P997",164,"2024-01-14"
"S7095","5","P997",581,"2024-06-27"
"S7096","1","P1003",160,"2024-01-09"
"S7097","2","P1003",678,"2023-10-16"
"S7098","3","P1003",504,"2023-08-27"
"S7099","4","P1003",611,"2024-09-28"
"S7100","5","P1003",673,"2024-02-24"
"S7101","1","P1011",568,"2023-12-20"
"S7102","2","P1011",194,"2023-07-22"
"S7103","3","P1011",649,"2023-05-08"
"S7104","4","P1011",196,"2023-10-22"
"S7105","5","P1011",110,"2023-10-17"
"S7106","1","P1012",93,"2024-04-23"
"S7107","2","P1012",767,"2024-05-30"
"S7108","3","P1012",322,"2023-12-23"
"S7109","4","P1012",315,"2023-09-22"
"S7110","5","P1012",333,"2024-08-30"
"S7111","1","P1013",947,"2024-02-29"
"S7112","2","P1013",772,"2023-11-02"
"S7113","3","P1013",485,"2024-09-12"
"S7114","4","P1013",578,"2023-09-21"
"S7115","5","P1013",248,"2023-07-14"
"S7116","1","P789",153,"2024-03-14"
"S7117","2","P789",823,"2024-04-03"
"S7118","3","P789",827,"2024-06-02"
"S7119","4","P789",342,"2024-03-11"
"S7120","5","P789",45,"2023-09-15"
"S7121","1","P1225",375,"2023-12-04"
"S7122","2","P1225",973,"2024-09-15"
"S7123","3","P1225",120,"2024-04-24"
"S7124","4","P1225",881,"2023-09-30"
"S7125","5","P1225",586,"2024-05-06"
"S7126","1","P1226",737,"2024-06-18"
"S7127","2","P1226",235,"2024-05-14"
"S7128","3","P1226",901,"2023-10-08"
"S7129","4","P1226",408,"2023-06-27"
"S7130","5","P1226",221,"2024-01-15"
"S7131","1","P1227",81,"2023-12-08"
"S7132","2","P1227",861,"2023-06-01"
"S7133","3","P1227",195,"2023-09-06"
"S7134","4","P1227",906,"2024-09-03"
"S7135","5","P1227",767,"2024-09-30"
"S7136","1","P1228",837,"2023-07-10"
"S7137","2","P1228",368,"2023-06-06"
"S7138","3","P1228",291,"2024-03-14"
"S7139","4","P1228",948,"2024-04-24"
"S7140","5","P1228",531,"2023-06-19"
"S7141","1","P1229",626,"2024-11-15"
"S7142","2","P1229",793,"2023-07-20"
"S7143","3","P1229",872,"2024-02-13"
"S7144","4","P1229",597,"2024-08-14"
"S7145","5","P1229",473,"2024-05-10"
"S7146","1","P1230",736,"2024-05-18"
"S7147","2","P1230",928,"2023-11-10"
"S7148","3","P1230",653,"2024-03-11"
"S7149","4","P1230",670,"2024-07-11"
"S7150","5","P1230",688,"2024-01-25"
"S7151","1","P1231",865,"2023-05-29"
"S7152","2","P1231",326,"2024-09-29"
"S7153","3","P1231",519,"2023-06-14"
"S7154","4","P1231",184,"2023-08-24"
"S7155","5","P1231",930,"2023-10-19"
"S7156","1","P793",747,"2023-08-29"
"S7157","2","P793",649,"2023-09-03"
"S7158","3","P793",938,"2024-10-22"
"S7159","4","P793",34,"2023-09-24"
"S7160","5","P793",258,"2023-09-13"
"S7161","1","P1232",998,"2024-07-14"
"S7162","2","P1232",628,"2024-01-12"
"S7163","3","P1232",388,"2024-05-01"
"S7164","4","P1232",505,"2024-03-17"
"S7165","5","P1232",782,"2024-03-13"
"S7166","1","P1233",829,"2023-09-08"
"S7167","2","P1233",793,"2024-01-18"
"S7168","3","P1233",859,"2024-03-23"
"S7169","4","P1233",597,"2024-09-16"
"S7170","5","P1233",935,"2023-08-28"
"S7171","1","P1234",920,"2023-07-31"
"S7172","2","P1234",639,"2024-07-24"
"S7173","3","P1234",40,"2024-08-08"
"S7174","4","P1234",60,"2024-09-05"
"S7175","5","P1234",537,"2023-10-22"
"S7176","1","P1235",552,"2023-07-26"
"S7177","2","P1235",737,"2024-05-21"
"S7178","3","P1235",284,"2024-07-28"
"S7179","4","P1235",292,"2024-01-15"
"S7180","5","P1235",630,"2024-11-10"
"S7181","1","P1236",503,"2023-08-01"
"S7182","2","P1236",628,"2024-01-10"
"S7183","3","P1236",500,"2023-07-26"
"S7184","4","P1236",335,"2024-03-10"
"S7185","5","P1236",732,"2024-09-19"
"S7186","1","P1237",724,"2023-09-07"
"S7187","2","P1237",195,"2023-08-14"
"S7188","3","P1237",253,"2024-06-27"
"S7189","4","P1237",561,"2023-11-09"
"S7190","5","P1237",606,"2023-08-31"
"S7191","1","P1238",709,"2023-09-07"
"S7192","2","P1238",531,"2024-07-11"
"S7193","3","P1238",512,"2024-06-30"
"S7194","4","P1238",475,"2024-03-23"
"S7195","5","P1238",762,"2023-07-13"
"S7196","1","P1239",370,"2023-10-05"
"S7197","2","P1239",669,"2023-08-20"
"S7198","3","P1239",679,"2024-06-12"
"S7199","4","P1239",437,"2024-09-06"
"S7200","5","P1239",87,"2024-03-30"
"S7201","1","P1240",345,"2024-07-03"
"S7202","2","P1240",400,"2024-08-06"
"S7203","3","P1240",929,"2023-12-03"
"S7204","4","P1240",493,"2024-03-14"
"S7205","5","P1240",331,"2023-12-30"
"S7206","1","P1241",498,"2023-07-21"
"S7207","2","P1241",895,"2024-11-16"
"S7208","3","P1241",139,"2024-04-22"
"S7209","4","P1241",429,"2023-09-16"
"S7210","5","P1241",722,"2024-11-04"
"S7211","1","P1242",373,"2023-12-21"
"S7212","2","P1242",688,"2024-08-20"
"S7213","3","P1242",512,"2024-09-10"
"S7214","4","P1242",518,"2024-06-25"
"S7215","5","P1242",219,"2024-06-30"
"S7216","1","P1243",990,"2024-04-16"
"S7217","2","P1243",447,"2024-02-10"
"S7218","3","P1243",971,"2023-06-23"
"S7219","4","P1243",972,"2024-10-12"
"S7220","5","P1243",55,"2023-11-19"
"S7221","1","P806",1,"2024-07-01"
"S7222","2","P806",984,"2024-01-13"
"S7223","3","P806",589,"2023-05-23"
"S7224","4","P806",325,"2023-10-31"
"S7225","5","P806",128,"2024-01-20"
"S7226","1","P1244",661,"2024-11-04"
"S7227","2","P1244",42,"2023-06-27"
"S7228","3","P1244",190,"2024-03-27"
"S7229","4","P1244",760,"2023-12-27"
"S7230","5","P1244",806,"2023-12-02"
"S7231","1","P807",919,"2024-10-04"
"S7232","2","P807",954,"2023-06-20"
"S7233","3","P807",673,"2024-10-26"
"S7234","4","P807",451,"2023-12-25"
"S7235","5","P807",413,"2024-02-17"
"S7236","1","P1245",311,"2023-11-11"
"S7237","2","P1245",165,"2023-11-05"
"S7238","3","P1245",738,"2023-08-22"
"S7239","4","P1245",545,"2023-09-18"
"S7240","5","P1245",730,"2024-02-11"
"S7241","1","P3",654,"2024-07-21"
"S7242","2","P3",673,"2024-02-01"
"S7243","3","P3",38,"2023-09-16"
"S7244","4","P3",93,"2023-05-07"
"S7245","5","P3",363,"2024-06-17"
"S7246","1","P1246",686,"2023-05-03"
"S7247","2","P1246",549,"2024-02-11"
"S7248","3","P1246",906,"2024-07-22"
"S7249","4","P1246",956,"2024-10-30"
"S7250","5","P1246",472,"2023-06-07"
"S7251","1","P809",146,"2024-06-10"
"S7252","2","P809",750,"2023-05-31"
"S7253","3","P809",901,"2023-09-22"
"S7254","4","P809",512,"2024-01-12"
"S7255","5","P809",667,"2024-09-13"
"S7256","1","P1247",949,"2024-01-16"
"S7257","2","P1247",985,"2024-03-29"
"S7258","3","P1247",165,"2024-01-24"
"S7259","4","P1247",8,"2024-03-26"
"S7260","5","P1247",668,"2023-05-15"
"S7261","1","P1248",593,"2023-07-28"
"S7262","2","P1248",82,"2024-03-16"
"S7263","3","P1248",113,"2024-04-21"
"S7264","4","P1248",9,"2024-08-31"
"S7265","5","P1248",822,"2023-09-22"
"S7266","1","P1249",970,"2024-05-01"
"S7267","2","P1249",891,"2024-10-14"
"S7268","3","P1249",89,"2024-11-04"
"S7269","4","P1249",22,"2024-11-06"
"S7270","5","P1249",159,"2024-01-08"
"S7271","1","P1250",850,"2024-10-26"
"S7272","2","P1250",905,"2023-09-07"
"S7273","3","P1250",984,"2023-07-18"
"S7274","4","P1250",848,"2023-10-16"
"S7275","5","P1250",332,"2024-06-04"
"S7276","1","P1251",966,"2024-07-27"
"S7277","2","P1251",994,"2024-04-16"
"S7278","3","P1251",659,"2023-05-13"
"S7279","4","P1251",924,"2023-11-11"
"S7280","5","P1251",484,"2023-10-22"
"S7281","1","P1252",661,"2023-07-29"
"S7282","2","P1252",800,"2024-03-25"
"S7283","3","P1252",167,"2023-12-04"
"S7284","4","P1252",201,"2023-07-23"
"S7285","5","P1252",825,"2023-06-28"
"S7286","1","P1253",215,"2023-06-06"
"S7287","2","P1253",368,"2024-01-14"
"S7288","3","P1253",516,"2024-08-16"
"S7289","4","P1253",213,"2024-04-04"
"S7290","5","P1253",921,"2024-05-04"
"S7291","1","P1254",14,"2023-09-10"
"S7292","2","P1254",490,"2024-07-06"
"S7293","3","P1254",627,"2023-05-05"
"S7294","4","P1254",290,"2023-07-20"
"S7295","5","P1254",925,"2024-09-06"
"S7296","1","P1255",134,"2023-12-11"
"S7297","2","P1255",906,"2023-10-28"
"S7298","3","P1255",505,"2023-05-04"
"S7299","4","P1255",370,"2024-05-20"
"S7300","5","P1255",762,"2023-05-29"
"S7301","1","P1256",948,"2024-01-28"
"S7302","2","P1256",631,"2023-12-29"
"S7303","3","P1256",138,"2024-09-24"
"S7304","4","P1256",815,"2023-09-18"
"S7305","5","P1256",479,"2023-07-17"
"S7306","1","P1257",649,"2024-11-07"
"S7307","2","P1257",429,"2023-10-05"
"S7308","3","P1257",439,"2023-07-12"
"S7309","4","P1257",355,"2023-05-08"
"S7310","5","P1257",375,"2023-10-30"
"S7311","1","P1258",172,"2023-09-21"
"S7312","2","P1258",231,"2023-09-24"
"S7313","3","P1258",64,"2023-12-25"
"S7314","4","P1258",746,"2023-08-19"
"S7315","5","P1258",288,"2024-03-24"
"S7316","1","P1259",989,"2023-10-26"
"S7317","2","P1259",792,"2023-07-27"
"S7318","3","P1259",302,"2023-11-06"
"S7319","4","P1259",724,"2023-06-07"
"S7320","5","P1259",248,"2023-08-09"
"S7321","1","P1260",756,"2023-10-26"
"S7322","2","P1260",738,"2024-05-20"
"S7323","3","P1260",755,"2024-02-16"
"S7324","4","P1260",257,"2024-11-14"
"S7325","5","P1260",663,"2023-08-04"
"S7326","1","P813",738,"2023-07-30"
"S7327","2","P813",691,"2024-09-01"
"S7328","3","P813",632,"2023-08-10"
"S7329","4","P813",150,"2024-11-06"
"S7330","5","P813",720,"2024-08-06"
"S7331","1","P1261",124,"2023-12-18"
"S7332","2","P1261",631,"2024-05-26"
"S7333","3","P1261",367,"2023-09-17"
"S7334","4","P1261",406,"2023-07-31"
"S7335","5","P1261",17,"2024-04-04"
"S7336","1","P1262",167,"2024-07-05"
"S7337","2","P1262",306,"2023-11-17"
"S7338","3","P1262",203,"2024-04-13"
"S7339","4","P1262",567,"2023-09-06"
"S7340","5","P1262",121,"2023-11-21"
"S7341","1","P1263",141,"2023-06-12"
"S7342","2","P1263",464,"2023-09-04"
"S7343","3","P1263",557,"2023-10-13"
"S7344","4","P1263",994,"2024-01-15"
"S7345","5","P1263",260,"2024-03-12"
"S7346","1","P814",850,"2024-10-22"
"S7347","2","P814",937,"2024-09-18"
"S7348","3","P814",614,"2024-03-16"
"S7349","4","P814",132,"2024-05-30"
"S7350","5","P814",116,"2024-04-19"
"S7351","1","P816",363,"2024-04-08"
"S7352","2","P816",150,"2024-10-07"
"S7353","3","P816",549,"2023-12-01"
"S7354","4","P816",690,"2023-12-12"
"S7355","5","P816",177,"2024-10-02"
"S7356","1","P1264",932,"2024-01-27"
"S7357","2","P1264",331,"2024-03-06"
"S7358","3","P1264",404,"2024-04-09"
"S7359","4","P1264",420,"2024-10-01"
"S7360","5","P1264",214,"2023-10-07"
"S7361","1","P1265",111,"2024-08-04"
"S7362","2","P1265",21,"2024-10-20"
"S7363","3","P1265",939,"2024-05-12"
"S7364","4","P1265",814,"2024-11-02"
"S7365","5","P1265",535,"2024-10-21"
"S7366","1","P1266",926,"2024-11-15"
"S7367","2","P1266",170,"2023-05-09"
"S7368","3","P1266",480,"2024-09-30"
"S7369","4","P1266",657,"2024-03-02"
"S7370","5","P1266",730,"2024-01-31"
"S7371","1","P1267",63,"2023-10-29"
"S7372","2","P1267",228,"2023-08-25"
"S7373","3","P1267",297,"2024-01-16"
"S7374","4","P1267",375,"2024-07-24"
"S7375","5","P1267",697,"2024-07-12"
"S7376","1","P819",37,"2024-01-23"
"S7377","2","P819",347,"2023-10-25"
"S7378","3","P819",131,"2024-02-16"
"S7379","4","P819",572,"2023-08-12"
"S7380","5","P819",559,"2023-07-28"
"S7381","1","P1268",258,"2023-09-05"
"S7382","2","P1268",899,"2023-12-06"
"S7383","3","P1268",518,"2024-09-24"
"S7384","4","P1268",469,"2024-08-07"
"S7385","5","P1268",479,"2023-09-15"
"S7386","1","P1269",957,"2024-09-13"
"S7387","2","P1269",897,"2024-10-26"
"S7388","3","P1269",457,"2024-10-20"
"S7389","4","P1269",101,"2024-05-18"
"S7390","5","P1269",317,"2024-10-02"
"S7391","1","P822",814,"2023-11-19"
"S7392","2","P822",164,"2024-08-04"
"S7393","3","P822",618,"2024-10-08"
"S7394","4","P822",720,"2024-05-29"
"S7395","5","P822",243,"2023-06-04"
"S7396","1","P1270",803,"2024-04-08"
"S7397","2","P1270",75,"2024-03-12"
"S7398","3","P1270",292,"2024-01-15"
"S7399","4","P1270",325,"2024-01-09"
"S7400","5","P1270",210,"2023-09-20"
"S7401","1","P1271",815,"2023-07-06"
"S7402","2","P1271",241,"2023-08-17"
"S7403","3","P1271",901,"2023-09-26"
"S7404","4","P1271",865,"2023-06-22"
"S7405","5","P1271",55,"2023-07-13"
"S7406","1","P1272",446,"2023-11-27"
"S7407","2","P1272",906,"2024-06-06"
"S7408","3","P1272",728,"2024-01-26"
"S7409","4","P1272",906,"2023-10-09"
"S7410","5","P1272",146,"2024-04-01"
"S7411","1","P1273",674,"2023-10-12"
"S7412","2","P1273",50,"2024-01-19"
"S7413","3","P1273",2,"2023-08-26"
"S7414","4","P1273",777,"2024-11-14"
"S7415","5","P1273",820,"2024-02-17"
"S7416","1","P1274",922,"2023-06-24"
"S7417","2","P1274",18,"2023-12-28"
"S7418","3","P1274",411,"2024-06-06"
"S7419","4","P1274",714,"2024-01-01"
"S7420","5","P1274",834,"2024-07-19"
"S7421","1","P1275",194,"2024-11-01"
"S7422","2","P1275",360,"2024-06-25"
"S7423","3","P1275",155,"2024-02-21"
"S7424","4","P1275",797,"2023-09-27"
"S7425","5","P1275",158,"2024-01-01"
"S7426","1","P1276",101,"2023-05-05"
"S7427","2","P1276",996,"2024-07-15"
"S7428","3","P1276",202,"2024-04-11"
